STD_DT,PBNTC_DT,BASE_AST,STK_TP_CD,EXR_DT,STK_NM,STK_CD,BID_PRC,STK_CLPRC,ASK_PRC,SETL_PRC,TRD_AMT,OPN_INT,BASE_CLPRC,Strike,TTM,Price,S,IV,Option
20241028,20241025,S&P500,C,20241220,SPX241220C04740000,SPX US 12/20/24 C4740 Index,1099.4,961.6,1116.3,1113.54999,0,5,5808.12,4740.0,0.14520547945205478,1113.54999,5808.12,0.37668000026166215,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04750000,SPX US 12/20/24 C4750 Index,1088.7,1033.9,1106.6,1103.65002,0,11455,5808.12,4750.0,0.14520547945205478,1103.65002,5808.12,0.373861701664385,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04760000,SPX US 12/20/24 C4760 Index,1079.8,1038.0,1096.8,1094.04999,0,2,5808.12,4760.0,0.14520547945205478,1094.04999,5808.12,0.3721013003257029,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04770000,SPX US 12/20/24 C4770 Index,1069.9,0.0,1087.1,1084.35004,0,0,5808.12,4770.0,0.14520547945205478,1084.35004,5808.12,0.36997363822640633,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04775000,SPX US 12/20/24 C4775 Index,1064.6,1120.84,1082.3,1079.29999,1,3755,5808.12,4775.0,0.14520547945205478,1079.29999,5808.12,0.3682117391339994,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04780000,SPX US 12/20/24 C4780 Index,1059.6,0.0,1077.4,1074.59998,0,0,5808.12,4780.0,0.14520547945205478,1074.59998,5808.12,0.36766163994884055,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04790000,SPX US 12/20/24 C4790 Index,1049.8,0.0,1067.7,1064.85004,0,0,5808.12,4790.0,0.14520547945205478,1064.85004,5808.12,0.3653418344733732,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04800000,SPX US 12/20/24 C4800 Index,1040.5,1051.7,1058.0,1055.0,1,21996,5808.12,4800.0,0.14520547945205478,1055.0,5808.12,0.3626751649527419,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04810000,SPX US 12/20/24 C4810 Index,1030.4,917.95,1048.3,1045.40002,0,0,5808.12,4810.0,0.14520547945205478,1045.40002,5808.12,0.36084454777431385,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04820000,SPX US 12/20/24 C4820 Index,1020.7,0.0,1038.7,1035.70001,0,4,5808.12,4820.0,0.14520547945205478,1035.70001,5808.12,0.3586640520389321,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04825000,SPX US 12/20/24 C4825 Index,1015.8,954.16,1033.8,1030.85004,0,442,5808.12,4825.0,0.14520547945205478,1030.85004,5808.12,0.35756965643690636,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04830000,SPX US 12/20/24 C4830 Index,1011.0,1021.31,1029.0,1026.0,0,5,5808.12,4830.0,0.14520547945205478,1026.0,5808.12,0.35647220232569476,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04840000,SPX US 12/20/24 C4840 Index,1001.3,1063.47,1019.3,1016.30002,0,2,5808.12,4840.0,0.14520547945205478,1016.30002,5808.12,0.35426917819000925,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04850000,SPX US 12/20/24 C4850 Index,991.6,1054.09,1009.6,1006.44998,0,3147,5808.12,4850.0,0.14520547945205478,1006.44998,5808.12,0.3515729618249334,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04860000,SPX US 12/20/24 C4860 Index,984.1,0.0,999.2,996.89999,0,83,5808.12,4860.0,0.14520547945205478,996.89999,5808.12,0.34982956746983784,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04870000,SPX US 12/20/24 C4870 Index,974.5,1032.89,989.6,987.14999,0,1,5808.12,4870.0,0.14520547945205478,987.14999,5808.12,0.3474357441269846,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04875000,SPX US 12/20/24 C4875 Index,969.6,1028.72,984.7,982.39999,0,716,5808.12,4875.0,0.14520547945205478,982.39999,5808.12,0.3466270241559601,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04880000,SPX US 12/20/24 C4880 Index,964.8,993.33,979.9,977.54999,0,602,5808.12,4880.0,0.14520547945205478,977.54999,5808.12,0.3455011130013564,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04890000,SPX US 12/20/24 C4890 Index,955.2,671.97,970.3,967.89999,0,96,5808.12,4890.0,0.14520547945205478,967.89999,5808.12,0.34339499622907227,Call
20241028,20241025,S&P500,C,20241220,SPX241220C04900000,SPX US 12/20/24 C4900 Index,945.4,967.59,961.4,958.19998,0,19845,5808.12,4900.0,0.14520547945205478,958.19998,5808.12,0.3411225738842503,Call
20241028,20241025,S&P500,C,20250117,SPX250117C06700000,SPX US 01/17/25 C6700 Index,1.35,1.75,1.6,1.35,5,1642,5808.12,6700.0,0.2219178082191781,1.35,5808.12,0.1257281069953832,Call
20241028,20241025,S&P500,C,20250117,SPX250117C06800000,SPX US 01/17/25 C6800 Index,0.9,1.05,1.15,0.95,1,1947,5808.12,6800.0,0.2219178082191781,0.95,5808.12,0.13164390152283634,Call
20241028,20241025,S&P500,C,20250117,SPX250117C06900000,SPX US 01/17/25 C6900 Index,0.65,0.7,0.9,0.7,0,418,5808.12,6900.0,0.2219178082191781,0.7,5808.12,0.13781159319549932,Call
20241028,20241025,S&P500,C,20250117,SPX250117C07000000,SPX US 01/17/25 C7000 Index,0.5,0.65,0.75,0.5,1,1595,5808.12,7000.0,0.2219178082191781,0.5,5808.12,0.14309074139645817,Call
20241028,20241025,S&P500,C,20250117,SPX250117C07100000,SPX US 01/17/25 C7100 Index,0.35,0.4,0.6,0.4,200,0,5808.12,7100.0,0.2219178082191781,0.4,5808.12,0.14966856330757924,Call
20241028,20241025,S&P500,C,20250117,SPX250117C07200000,SPX US 01/17/25 C7200 Index,0.25,0.4,0.45,0.325,10,2789,5808.12,7200.0,0.2219178082191781,0.325,5808.12,0.1561025874487773,Call
20241028,20241025,S&P500,C,20250117,SPX250117C07400000,SPX US 01/17/25 C7400 Index,0.15,0.25,0.3,0.25,0,1879,5808.12,7400.0,0.2219178082191781,0.25,5808.12,0.1702883227411692,Call
20241028,20241025,S&P500,C,20250117,SPX250117C07600000,SPX US 01/17/25 C7600 Index,0.1,0.28,0.35,0.2,0,788,5808.12,7600.0,0.2219178082191781,0.2,5808.12,0.18397465558925402,Call
20241028,20241025,S&P500,C,20250117,SPX250117C07800000,SPX US 01/17/25 C7800 Index,0.05,0.2,0.25,0.15,0,1663,5808.12,7800.0,0.2219178082191781,0.15,5808.12,0.19568798979108884,Call
20241028,20241025,S&P500,C,20250117,SPX250117C08000000,SPX US 01/17/25 C8000 Index,,0.12,0.25,0.125,0,125,5808.12,8000.0,0.2219178082191781,0.125,5808.12,0.20822124981363466,Call
20241028,20241025,S&P500,C,20250117,SPX250117C08200000,SPX US 01/17/25 C8200 Index,,0.0,0.25,0.1,0,71,5808.12,8200.0,0.2219178082191781,0.1,5808.12,0.21934667619539147,Call
20241028,20241025,S&P500,C,20250117,SPX250117C08400000,SPX US 01/17/25 C8400 Index,,0.0,0.2,0.1,0,1,5808.12,8400.0,0.2219178082191781,0.1,5808.12,0.23356789108797557,Call
20241028,20241025,S&P500,C,20250117,SPX250117C08600000,SPX US 01/17/25 C8600 Index,,0.15,0.2,0.075,0,4,5808.12,8600.0,0.2219178082191781,0.075,5808.12,0.24228299920259663,Call
20241028,20241025,S&P500,C,20250117,SPX250117C08800000,SPX US 01/17/25 C8800 Index,,0.0,0.2,0.075,0,0,5808.12,8800.0,0.2219178082191781,0.075,5808.12,0.25547992429111066,Call
20241028,20241025,S&P500,C,20250117,SPX250117C09000000,SPX US 01/17/25 C9000 Index,,0.15,0.2,0.075,5,15513,5808.12,9000.0,0.2219178082191781,0.075,5808.12,0.26828931984015464,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04725000,SPX US 04/17/25 C4725 Index,1208.7,877.0,1225.0,1217.70001,0,5,5808.12,4725.0,0.4684931506849315,1217.70001,5808.12,0.2893109626204899,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04750000,SPX US 04/17/25 C4750 Index,1185.7,946.1,1202.0,1194.59998,0,5,5808.12,4750.0,0.4684931506849315,1194.59998,5808.12,0.286293813546169,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04775000,SPX US 04/17/25 C4775 Index,1162.7,0.0,1179.1,1171.54999,0,1,5808.12,4775.0,0.4684931506849315,1171.54999,5808.12,0.28329028279022966,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04800000,SPX US 04/17/25 C4800 Index,1139.7,1000.82,1156.2,1148.54999,0,154,5808.12,4800.0,0.4684931506849315,1148.54999,5808.12,0.2802974904401406,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04825000,SPX US 04/17/25 C4825 Index,1116.9,1045.85,1133.3,1125.64996,0,11,5808.12,4825.0,0.4684931506849315,1125.64996,5808.12,0.27737356535962576,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04850000,SPX US 04/17/25 C4850 Index,1094.0,1023.32,1110.5,1102.70001,0,10,5808.12,4850.0,0.4684931506849315,1102.70001,5808.12,0.27433373632060515,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04875000,SPX US 04/17/25 C4875 Index,1071.1,0.0,1087.8,1080.0,0,4,5808.12,4875.0,0.4684931506849315,1080.0,5808.12,0.27153304845858506,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04900000,SPX US 04/17/25 C4900 Index,1048.4,1004.29,1065.2,1057.5,0,1030,5808.12,4900.0,0.4684931506849315,1057.5,5808.12,0.2688979662138232,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04925000,SPX US 04/17/25 C4925 Index,1025.7,0.0,1042.6,1034.34998,0,49,5808.12,4925.0,0.4684931506849315,1034.34998,5808.12,0.26546147440802315,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04950000,SPX US 04/17/25 C4950 Index,1003.2,0.0,1020.0,1012.25,0,934,5808.12,4950.0,0.4684931506849315,1012.25,5808.12,0.26314059740009954,Call
20241028,20241025,S&P500,C,20250417,SPX250417C04975000,SPX US 04/17/25 C4975 Index,985.1,911.19,995.8,992.10001,0,1973,5808.12,4975.0,0.4684931506849315,992.10001,5808.12,0.26282758759116653,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05000000,SPX US 04/17/25 C5000 Index,963.4,966.83,972.8,967.39999,30,19642,5808.12,5000.0,0.4684931506849315,967.39999,5808.12,0.2575542123458272,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05025000,SPX US 04/17/25 C5025 Index,940.5,805.58,952.6,945.0,0,716,5808.12,5025.0,0.4684931506849315,945.0,5808.12,0.2546826314185886,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05050000,SPX US 04/17/25 C5050 Index,918.9,788.66,928.2,923.19998,0,2316,5808.12,5050.0,0.4684931506849315,923.19998,5808.12,0.2523525185517259,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05075000,SPX US 04/17/25 C5075 Index,896.1,753.92,906.9,900.04999,0,1024,5808.12,5075.0,0.4684931506849315,900.04999,5808.12,0.2485830610682932,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05100000,SPX US 04/17/25 C5100 Index,874.7,899.09,884.0,878.20001,0,1520,5808.12,5100.0,0.4684931506849315,878.20001,5808.12,0.2460492286824188,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05125000,SPX US 04/17/25 C5125 Index,852.1,598.29,863.1,855.84998,0,964,5808.12,5125.0,0.4684931506849315,855.84998,5808.12,0.24294721935784108,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05150000,SPX US 04/17/25 C5150 Index,830.9,577.31,840.1,834.20001,0,2076,5808.12,5150.0,0.4684931506849315,834.20001,5808.12,0.24043881806743533,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05170000,SPX US 04/17/25 C5170 Index,813.2,0.0,824.7,816.20001,0,0,5808.12,5170.0,0.4684931506849315,816.20001,5808.12,0.23773334074082558,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05175000,SPX US 04/17/25 C5175 Index,808.5,554.07,820.3,812.05002,0,925,5808.12,5175.0,0.4684931506849315,812.05002,5808.12,0.23737539635643107,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05180000,SPX US 04/17/25 C5180 Index,804.5,0.0,816.0,807.55002,0,0,5808.12,5180.0,0.4684931506849315,807.55002,5808.12,0.2366892133511087,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05190000,SPX US 04/17/25 C5190 Index,795.8,0.0,807.3,799.39999,0,0,5808.12,5190.0,0.4684931506849315,799.39999,5808.12,0.23608865116766967,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05200000,SPX US 04/17/25 C5200 Index,787.5,759.05,796.6,790.19998,0,2222,5808.12,5200.0,0.4684931506849315,790.19998,5808.12,0.23451164948268402,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05210000,SPX US 04/17/25 C5210 Index,778.5,0.0,790.0,781.44998,0,0,5808.12,5210.0,0.4684931506849315,781.44998,5808.12,0.23333391876232285,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05220000,SPX US 04/17/25 C5220 Index,769.9,0.0,781.3,773.35001,0,0,5808.12,5220.0,0.4684931506849315,773.35001,5808.12,0.23272585461819392,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05225000,SPX US 04/17/25 C5225 Index,765.3,516.24,777.0,768.5,0,25,5808.12,5225.0,0.4684931506849315,768.5,5808.12,0.23169925797040908,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05230000,SPX US 04/17/25 C5230 Index,761.3,0.0,772.7,764.14999,0,0,5808.12,5230.0,0.4684931506849315,764.14999,5808.12,0.23111741147807888,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05240000,SPX US 04/17/25 C5240 Index,752.7,0.0,764.1,756.14999,0,0,5808.12,5240.0,0.4684931506849315,756.14999,5808.12,0.2305618428738484,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05250000,SPX US 04/17/25 C5250 Index,744.4,488.71,753.5,747.04999,0,1259,5808.12,5250.0,0.4684931506849315,747.04999,5808.12,0.22901927794958754,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05260000,SPX US 04/17/25 C5260 Index,735.3,0.0,746.9,738.89999,0,0,5808.12,5260.0,0.4684931506849315,738.89999,5808.12,0.228295169337293,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05270000,SPX US 04/17/25 C5270 Index,727.1,0.0,738.4,730.35001,0,0,5808.12,5270.0,0.4684931506849315,730.35001,5808.12,0.22720504788736334,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05275000,SPX US 04/17/25 C5275 Index,722.5,476.79,734.1,726.0,0,601,5808.12,5275.0,0.4684931506849315,726.0,5808.12,0.22658969496982642,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05280000,SPX US 04/17/25 C5280 Index,718.2,0.0,729.9,721.85001,0,0,5808.12,5280.0,0.4684931506849315,721.85001,5808.12,0.2261425245674504,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05290000,SPX US 04/17/25 C5290 Index,709.8,0.0,721.3,712.70001,0,0,5808.12,5290.0,0.4684931506849315,712.70001,5808.12,0.22451053347788974,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05300000,SPX US 04/17/25 C5300 Index,701.9,707.35,710.8,704.14999,4,2172,5808.12,5300.0,0.4684931506849315,704.14999,5808.12,0.2233780612508543,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05310000,SPX US 04/17/25 C5310 Index,693.1,0.0,704.4,695.69998,0,0,5808.12,5310.0,0.4684931506849315,695.69998,5808.12,0.22231444817410445,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05320000,SPX US 04/17/25 C5320 Index,684.4,0.0,695.9,687.80002,0,0,5808.12,5320.0,0.4684931506849315,687.80002,5808.12,0.2216931573405099,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05325000,SPX US 04/17/25 C5325 Index,680.2,557.75,691.7,683.04999,0,19,5808.12,5325.0,0.4684931506849315,683.04999,5808.12,0.220709244003423,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05330000,SPX US 04/17/25 C5330 Index,676.0,0.0,687.5,679.35001,0,0,5808.12,5330.0,0.4684931506849315,679.35001,5808.12,0.22059373612568756,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05340000,SPX US 04/17/25 C5340 Index,667.6,0.0,679.1,670.89999,0,0,5808.12,5340.0,0.4684931506849315,670.89999,5808.12,0.21947813987561315,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05350000,SPX US 04/17/25 C5350 Index,659.8,642.38,668.6,662.09998,0,102,5808.12,5350.0,0.4684931506849315,662.09998,5808.12,0.21806066673289054,Call
20241028,20241025,S&P500,C,20250417,SPX250417C05360000,SPX US 04/17/25 C5360 Index,650.9,0.0,662.3,654.10001,0,0,5808.12,5360.0,0.4684931506849315,654.10001,5808.12,0.21727969434469244,Call
20241028,20241025,S&P500,C,20250815,SPX250815C02400000,SPX US 08/15/25 C2400 Index,3450.8,0.0,3483.6,3474.15002,0,0,5808.12,2400.0,0.7972602739726027,3474.15002,5808.12,0.47816663918081603,Call
20241028,20241025,S&P500,C,20250815,SPX250815C02500000,SPX US 08/15/25 C2500 Index,3355.2,0.0,3388.0,3378.54993,0,0,5808.12,2500.0,0.7972602739726027,3378.54993,5808.12,0.47196305774378366,Call
20241028,20241025,S&P500,C,20250815,SPX250815C02600000,SPX US 08/15/25 C2600 Index,3259.7,0.0,3292.4,3283.0,0,0,5808.12,2600.0,0.7972602739726027,3283.0,5808.12,0.46437682236209743,Call
20241028,20241025,S&P500,C,20250815,SPX250815C02700000,SPX US 08/15/25 C2700 Index,3164.2,0.0,3197.0,3187.5,0,0,5808.12,2700.0,0.7972602739726027,3187.5,5808.12,0.4558188135910822,Call
20241028,20241025,S&P500,C,20250815,SPX250815C02800000,SPX US 08/15/25 C2800 Index,3068.9,0.0,3101.6,3091.70007,0,0,5808.12,2800.0,0.7972602739726027,3091.70007,5808.12,0.44504772386416386,Call
20241028,20241025,S&P500,C,20250815,SPX250815C02900000,SPX US 08/15/25 C2900 Index,2973.6,0.0,3006.4,2996.79993,0,0,5808.12,2900.0,0.7972602739726027,2996.79993,5808.12,0.43735055039232357,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03000000,SPX US 08/15/25 C3000 Index,2878.4,2717.37,2911.2,2901.55005,0,1,5808.12,3000.0,0.7972602739726027,2901.55005,5808.12,0.42746926627817117,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03100000,SPX US 08/15/25 C3100 Index,2783.3,0.0,2816.2,2806.44995,0,0,5808.12,3100.0,0.7972602739726027,2806.44995,5808.12,0.41754857657489713,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03200000,SPX US 08/15/25 C3200 Index,2688.4,0.0,2721.3,2711.44995,0,0,5808.12,3200.0,0.7972602739726027,2711.44995,5808.12,0.4074431912002604,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03300000,SPX US 08/15/25 C3300 Index,2593.6,0.0,2626.5,2616.55005,0,0,5808.12,3300.0,0.7972602739726027,2616.55005,5808.12,0.3971867562272706,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03350000,SPX US 08/15/25 C3350 Index,2546.3,0.0,2579.2,2569.15002,0,0,5808.12,3350.0,0.7972602739726027,2569.15002,5808.12,0.39204100471343706,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03400000,SPX US 08/15/25 C3400 Index,2499.0,0.0,2531.9,2521.75,0,0,5808.12,3400.0,0.7972602739726027,2521.75,5808.12,0.38680353149737257,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03450000,SPX US 08/15/25 C3450 Index,2451.7,0.0,2484.7,2474.5,0,0,5808.12,3450.0,0.7972602739726027,2474.5,5808.12,0.3818302060487477,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03500000,SPX US 08/15/25 C3500 Index,2404.5,0.0,2437.5,2427.25,0,0,5808.12,3500.0,0.7972602739726027,2427.25,5808.12,0.376755472748356,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03550000,SPX US 08/15/25 C3550 Index,2357.4,0.0,2390.3,2380.05005,0,0,5808.12,3550.0,0.7972602739726027,2380.05005,5808.12,0.37169563829143776,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03600000,SPX US 08/15/25 C3600 Index,2311.1,0.0,2344.1,2332.84998,0,0,5808.12,3600.0,0.7972602739726027,2332.84998,5808.12,0.3665443570425849,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03650000,SPX US 08/15/25 C3650 Index,2264.1,0.0,2297.0,2285.75,0,0,5808.12,3650.0,0.7972602739726027,2285.75,5808.12,0.3615068951357,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03700000,SPX US 08/15/25 C3700 Index,2217.1,0.0,2250.1,2238.69995,0,0,5808.12,3700.0,0.7972602739726027,2238.69995,5808.12,0.35647334841516803,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03750000,SPX US 08/15/25 C3750 Index,2170.2,0.0,2203.2,2191.69995,0,0,5808.12,3750.0,0.7972602739726027,2191.69995,5808.12,0.35144097079191633,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03800000,SPX US 08/15/25 C3800 Index,2123.4,0.0,2156.4,2145.1001,0,0,5808.12,3800.0,0.7972602739726027,2145.1001,5808.12,0.34701801167143975,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03850000,SPX US 08/15/25 C3850 Index,2076.7,0.0,2109.7,2098.30005,0,0,5808.12,3850.0,0.7972602739726027,2098.30005,5808.12,0.34212467764352744,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03875000,SPX US 08/15/25 C3875 Index,2053.3,0.0,2086.4,2074.8999,0,0,5808.12,3875.0,0.7972602739726027,2074.8999,5808.12,0.3396402221501245,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03900000,SPX US 08/15/25 C3900 Index,2030.0,0.0,2063.1,2051.55005,0,0,5808.12,3900.0,0.7972602739726027,2051.55005,5808.12,0.33721324591804225,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03925000,SPX US 08/15/25 C3925 Index,2006.7,0.0,2039.8,2028.09998,0,0,5808.12,3925.0,0.7972602739726027,2028.09998,5808.12,0.3346016707579448,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03950000,SPX US 08/15/25 C3950 Index,1983.5,0.0,2016.5,2004.59998,0,0,5808.12,3950.0,0.7972602739726027,2004.59998,5808.12,0.3318931878905941,Call
20241028,20241025,S&P500,C,20250815,SPX250815C03975000,SPX US 08/15/25 C3975 Index,1960.2,0.0,1993.3,1981.30005,0,0,5808.12,3975.0,0.7972602739726027,1981.30005,5808.12,0.32947496445985724,Call
20241028,20241025,S&P500,C,20250815,SPX250815C04000000,SPX US 08/15/25 C4000 Index,1937.0,1888.34,1970.1,1956.20001,0,1506,5808.12,4000.0,0.7972602739726027,1956.20001,5808.12,0.32430897943855186,Call
20241028,20241025,S&P500,C,20250815,SPX250815C04025000,SPX US 08/15/25 C4025 Index,1913.8,0.0,1946.9,1934.54999,0,0,5808.12,4025.0,0.7972602739726027,1934.54999,5808.12,0.3243396336734958,Call
20241028,20241025,S&P500,C,20250815,SPX250815C04050000,SPX US 08/15/25 C4050 Index,1890.7,0.0,1923.7,1911.35004,0,0,5808.12,4050.0,0.7972602739726027,1911.35004,5808.12,0.32199442701076436,Call
20241028,20241025,S&P500,C,20250815,SPX250815C04075000,SPX US 08/15/25 C4075 Index,1867.5,0.0,1900.6,1888.14996,0,0,5808.12,4075.0,0.7972602739726027,1888.14996,5808.12,0.3196201020415112,Call
20241028,20241025,S&P500,C,20250815,SPX250815C04100000,SPX US 08/15/25 C4100 Index,1844.4,0.0,1877.5,1864.95001,0,1,5808.12,4100.0,0.7972602739726027,1864.95001,5808.12,0.31721802622341944,Call
20241028,20241025,S&P500,C,20250815,SPX250815C04125000,SPX US 08/15/25 C4125 Index,1821.4,0.0,1854.4,1841.85004,0,0,5808.12,4125.0,0.7972602739726027,1841.85004,5808.12,0.3149257785692526,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03600000,SPX US 12/19/25 C3600 Index,2352.1,0.0,2385.2,2373.5,0,15,5808.12,3600.0,1.1424657534246576,2373.5,5808.12,0.31896215855375215,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03650000,SPX US 12/19/25 C3650 Index,2307.1,0.0,2340.2,2327.6001,0,0,5808.12,3650.0,1.1424657534246576,2327.6001,5808.12,0.3156178288753203,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03700000,SPX US 12/19/25 C3700 Index,2261.4,2047.95,2294.5,2281.80005,0,1043,5808.12,3700.0,1.1424657534246576,2281.80005,5808.12,0.3122802667804846,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03750000,SPX US 12/19/25 C3750 Index,2215.8,0.0,2248.8,2236.05005,0,0,5808.12,3750.0,1.1424657534246576,2236.05005,5808.12,0.3088725750062082,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03800000,SPX US 12/19/25 C3800 Index,2170.2,2090.9,2203.3,2188.79993,0,2095,5808.12,3800.0,1.1424657534246576,2188.79993,5808.12,0.30324449596435665,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03825000,SPX US 12/19/25 C3825 Index,2147.5,0.0,2180.6,2167.69995,0,0,5808.12,3825.0,1.1424657534246576,2167.69995,5808.12,0.3038831372252267,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03850000,SPX US 12/19/25 C3850 Index,2124.8,0.0,2157.9,2144.94995,0,0,5808.12,3850.0,1.1424657534246576,2144.94995,5808.12,0.3021935432367602,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03875000,SPX US 12/19/25 C3875 Index,2102.2,0.0,2135.3,2122.25,0,0,5808.12,3875.0,1.1424657534246576,2122.25,5808.12,0.3005343427339477,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03900000,SPX US 12/19/25 C3900 Index,2079.5,1984.74,2112.6,2099.55005,0,688,5808.12,3900.0,1.1424657534246576,2099.55005,5808.12,0.29883955725513484,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03925000,SPX US 12/19/25 C3925 Index,2056.9,0.0,2090.0,2076.84998,0,0,5808.12,3925.0,1.1424657534246576,2076.84998,5808.12,0.2971105531079798,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03950000,SPX US 12/19/25 C3950 Index,2034.3,0.0,2067.4,2054.25,0,0,5808.12,3950.0,1.1424657534246576,2054.25,5808.12,0.29547106974586923,Call
20241028,20241025,S&P500,C,20251219,SPX251219C03975000,SPX US 12/19/25 C3975 Index,2011.8,0.0,2044.9,2031.64996,0,0,5808.12,3975.0,1.1424657534246576,2031.64996,5808.12,0.29379546750314933,Call
20241028,20241025,S&P500,C,20251219,SPX251219C04000000,SPX US 12/19/25 C4000 Index,1989.3,2046.01,2022.4,2007.20001,1,61946,5808.12,4000.0,1.1424657534246576,2007.20001,5808.12,0.2899013887644831,Call
20241028,20241025,S&P500,C,20251219,SPX251219C04025000,SPX US 12/19/25 C4025 Index,1966.8,0.0,1999.9,1986.54999,0,0,5808.12,4025.0,1.1424657534246576,1986.54999,5808.12,0.29045699504689304,Call
20241028,20241025,S&P500,C,20251219,SPX251219C04050000,SPX US 12/19/25 C4050 Index,1944.4,0.0,1977.5,1964.04999,0,0,5808.12,4050.0,1.1424657534246576,1964.04999,5808.12,0.28879239490967795,Call
20241028,20241025,S&P500,C,20251219,SPX251219C04075000,SPX US 12/19/25 C4075 Index,1922.0,0.0,1955.0,1941.54999,0,0,5808.12,4075.0,1.1424657534246576,1941.54999,5808.12,0.287092940713555,Call
